Student_ID,Student_Name,Study_Hours,Attendance,Assignment_Score,Final_Marks,Result
7590,Robert Meyer,4,66,77,59,Fail
7591,Janet Nelson,1,95,82,57,Fail
7592,Kristi Golden,5,91,88,70,Pass
7593,Sabrina Bradshaw,6,79,90,75,Pass
7594,Kara Moore,9,57,67,70,Pass
7595,Andrea Hamilton,10,89,96,100,Pass
7596,Karen Anderson,8,95,83,85,Pass
7597,Kaitlin Vaughn,2,56,60,45,Fail
7598,Brian Mendoza,1,55,60,42,Fail
7599,Amanda Vasquez,2,53,63,36,Fail
7600,Caitlyn Yu,7,50,66,60,Pass
7601,Geoffrey Fowler,4,64,66,61,Pass
7602,Caroline Martin,10,80,52,75,Pass
7603,Tara Martin,5,74,89,77,Pass
7604,Nicole Alvarado,7,96,68,82,Pass
7605,Christina Lloyd,3,82,78,57,Fail
7606,Kevin Floyd,10,84,96,90,Pass
7607,Christopher Wu,2,54,94,65,Pass
7608,Robin Aguilar,7,54,67,65,Pass
7609,Allison Gomez,5,85,76,70,Pass
7610,Joshua Williams,1,66,68,55,Fail
7611,Jessica Brown,1,63,87,53,Fail
7612,Timothy Cabrera,9,78,61,71,Pass
7613,Kayla Brown,5,57,75,58,Fail
7614,Isaac Armstrong,1,83,69,49,Fail
7615,Heather Smith,7,89,67,73,Pass
7616,Gary Roth,9,50,62,68,Pass
7617,Christopher Johnson,1,78,72,50,Fail
7618,Blake White,10,85,43,72,Pass
7619,Leon Zamora,4,100,42,56,Fail
7620,Dana Benjamin,3,86,100,74,Pass
7621,Gwendolyn James,5,78,71,74,Pass
7622,Noah Brooks,7,54,43,55,Fail
7623,Carlos Cardenas,8,81,40,65,Pass
7624,Michael Peters,2,73,51,58,Fail
7625,Crystal Fitzgerald,7,68,52,60,Pass
7626,Chad Dougherty,1,61,73,54,Fail
7627,Kathleen Page,7,50,99,73,Pass
7628,Christina Stephens,8,56,98,84,Pass
7629,Shannon Klein,2,66,68,48,Fail
7630,Shannon Montoya,9,83,48,69,Pass
7631,John Roberson,1,92,70,56,Fail
7632,Tracey Anderson,6,56,46,48,Fail
7633,Michael Deleon,1,66,52,33,Fail
7634,Kaitlin Hooper,3,52,93,64,Pass
7635,Jason Fields,6,78,41,55,Fail
7636,Dylan Garcia,3,71,72,58,Fail
7637,Jason Wilson,8,87,89,85,Pass
7638,Theresa Henderson,5,92,46,54,Fail
7639,Brian Hutchinson,2,78,57,50,Fail
7640,Carolyn Walker,4,99,90,69,Pass
7641,Ann Ritter,9,99,47,73,Pass
7642,Mr. Brett Price,4,91,94,84,Pass
7643,Joseph White,10,54,51,64,Pass
7644,Shelby Morse,10,79,82,81,Pass
7645,Ryan Doyle,8,72,98,82,Pass
7646,Gail Thomas,5,70,69,71,Pass
7647,Debbie Hogan,10,75,98,89,Pass
7648,Cory Ramsey,1,96,48,43,Fail
7649,Christopher Scott,7,70,67,60,Pass
7650,Patricia Bird,3,69,43,45,Fail
7651,Kara Hernandez,10,72,78,87,Pass
7652,Julie Bates,8,53,56,65,Pass
7653,Nicole Hall,3,70,50,55,Fail
7654,Denise Price,1,70,98,66,Pass
7655,David Yates,5,50,41,46,Fail
7656,Mr. John Simmons,2,64,62,37,Fail
7657,Heather Morgan,4,66,89,74,Pass
7658,Matthew Santiago,1,100,61,50,Fail
7659,Sharon Ortiz,9,63,100,97,Pass
7660,Brittany Mullins,6,68,65,61,Pass
7661,Tracy Rios,8,99,51,70,Pass
7662,Kurt Bishop,4,83,71,63,Pass
7663,Stephen Nielsen,9,55,48,63,Pass
7664,Christopher Cobb,2,94,82,60,Pass
7665,Timothy Ramsey,9,98,44,70,Pass
7666,Douglas Serrano,5,55,65,62,Pass
7667,Benjamin Smith,6,54,46,59,Fail
7668,Kyle Alexander,3,56,68,47,Fail
7669,Lisa Mathis,4,82,72,67,Pass
7670,Vincent Morales,6,62,63,59,Fail
7671,Deanna Crane,7,100,64,79,Pass
7672,Nicole Fox,1,50,70,42,Fail
7673,Jose Wood,7,62,68,70,Pass
7674,Christopher Smith,1,92,44,48,Fail
7675,David White,5,76,77,66,Pass
7676,Sally Griffin,6,56,84,68,Pass
7677,Gabriela Williams,2,52,50,49,Fail
7678,Joshua Mueller,10,74,71,80,Pass
7679,Darryl Soto,9,82,47,72,Pass
7680,Justin Stout,10,89,59,81,Pass
7681,Spencer Smith,6,66,73,67,Pass
7682,Jason Ayala,7,94,86,90,Pass
7683,Amanda Wilson,10,63,81,85,Pass
7684,Maureen Weaver,8,86,47,62,Pass
7685,Morgan Mueller,10,72,41,71,Pass
7686,Kathleen Thompson,1,73,60,57,Fail
7687,Kimberly Rogers,8,78,54,68,Pass
7688,Tiffany Estrada,4,87,100,82,Pass
7689,Tracey Kelly,10,76,45,57,Fail
7690,Kevin West,8,87,44,63,Pass
7691,Jonathan Steele,6,89,93,94,Pass
7692,Roy Carter,9,94,93,96,Pass
7693,Stephanie Contreras,4,99,42,60,Pass
7694,Alan Bartlett DDS,2,72,82,70,Pass
7695,Patricia Hill,2,80,82,57,Fail
7696,Brittany Jones,5,85,55,69,Pass
7697,Cheryl Barber,10,66,74,75,Pass
7698,Mary Moore,9,86,48,72,Pass
7699,Stephanie Brown,3,52,74,46,Fail
7700,Jacob Roach,8,85,58,71,Pass
7701,Sara Norman,4,54,82,68,Pass
7702,Donald Fowler,6,95,85,78,Pass
7703,Lauren Shah,10,64,73,81,Pass
7704,Rebecca Ortega,6,98,78,76,Pass
7705,Tracy Proctor,3,55,49,47,Fail
7706,Sara Holder,5,59,49,56,Fail
7707,Mrs. Stephanie Harvey,3,81,59,54,Fail
7708,Elizabeth Martinez,1,72,40,36,Fail
7709,Mary Smith,7,97,45,66,Pass
7710,Brian Fernandez,4,66,92,66,Pass
7711,Jeremy Ward,7,95,85,73,Pass
7712,Paula Brown,3,69,98,71,Pass
7713,Franklin Gonzalez,5,93,41,61,Pass
7714,Linda Kidd,5,90,77,64,Pass
7715,Brenda Peterson,2,64,72,58,Fail
7716,Corey Oliver,10,93,42,73,Pass
7717,Amy Irwin,2,95,75,66,Pass
7718,Michelle Williams,4,71,52,53,Fail
7719,Tracey Williamson,4,99,74,73,Pass
7720,Jacob Gray,4,55,54,51,Fail
7721,Dawn Fisher,6,53,84,72,Pass
7722,Jeffrey Jordan,2,72,61,52,Fail
7723,Amy Sanders,6,93,82,82,Pass
7724,David Middleton,7,94,43,74,Pass
7725,Corey Baird,10,68,56,72,Pass
7726,James Patton,3,94,44,53,Fail
7727,Morgan Moore,8,80,60,75,Pass
7728,Tanya Johnson,2,93,96,62,Pass
7729,Holly Johnson,8,52,63,60,Pass
7730,Matthew Adams,5,77,70,62,Pass
7731,Angela Taylor,2,52,79,56,Fail
7732,Philip Logan,7,63,92,77,Pass
7733,Danielle Clark,2,67,95,70,Pass
7734,Lee Stephens,6,76,69,74,Pass
7735,Teresa Lewis DDS,10,100,81,83,Pass
7736,Benjamin Rivera,3,59,46,37,Fail
7737,Michael Brown,9,98,88,92,Pass
7738,Amanda Moore,3,64,99,60,Pass
7739,Daniel Rasmussen,3,68,46,38,Fail
7740,Martin Wagner,5,58,66,55,Fail
7741,Kristie Whitehead,7,53,63,52,Fail
7742,James Logan,8,64,58,61,Pass
7743,Stephen Garza,7,100,80,87,Pass
7744,Kari Thomas,9,97,95,92,Pass
7745,Michael Marsh,5,57,73,69,Pass
7746,Theresa Williams,10,98,61,81,Pass
7747,Robin Ibarra,3,50,91,63,Pass
7748,Joshua Owens,6,56,90,68,Pass
7749,Jennifer English,5,80,66,64,Pass
7750,Eric Ramsey,4,67,45,48,Fail
7751,Thomas Harris,2,61,49,47,Fail
7752,Jonathan Lawrence,7,97,84,87,Pass
7753,Joseph Thomas MD,5,79,70,77,Pass
7754,Brad Huerta,4,82,64,62,Pass
7755,Kenneth Smith,8,96,41,72,Pass
7756,Krystal Costa,9,56,49,58,Fail
7757,Brent West,9,77,49,73,Pass
7758,Tyler Freeman,3,98,65,65,Pass
7759,Daniel Willis,3,52,44,29,Fail
7760,Chelsea Kirby,5,92,61,63,Pass
7761,Michael Johnson,5,55,43,38,Fail
7762,Valerie Richardson,10,80,94,88,Pass
7763,Oscar Morse,2,87,73,63,Pass
7764,Adam Walker,1,64,46,39,Fail
7765,Thomas Sanchez,8,56,89,79,Pass
7766,Katherine Alexander,3,92,56,47,Fail
7767,Mark Gomez,1,79,50,51,Fail
7768,Molly Hall,1,76,92,64,Pass
7769,Christopher Morrison,2,66,89,55,Fail
7770,Marie King,6,67,47,57,Fail
7771,Michelle Patterson,6,71,67,77,Pass
7772,Roy Chase,3,75,99,78,Pass
7773,William Rose,4,100,83,84,Pass
7774,Alexis Hamilton,2,76,95,66,Pass
7775,Barry Hendricks,2,89,72,67,Pass
7776,Ashley Miller,7,73,91,86,Pass
7777,John Peterson,1,57,64,40,Fail
7778,Jessica Ramsey,7,70,60,72,Pass
7779,Jennifer Lynch,1,78,51,52,Fail
7780,John Perry,6,92,98,81,Pass
7781,Bonnie Murphy,3,70,65,56,Fail
7782,Mathew Wilson,8,52,68,74,Pass
7783,Michael Kennedy,6,80,77,73,Pass
7784,Cindy Stark,2,76,74,63,Pass
7785,David Johnson,8,95,76,81,Pass
7786,Erin Roberts,5,76,85,66,Pass
7787,Annette Young,8,58,83,69,Pass
7788,Connie Smith,8,82,84,81,Pass
7789,Benjamin Jacobson,6,82,84,78,Pass
7790,Daniel Hill,2,75,68,47,Fail
7791,Daniel Holden,8,77,88,92,Pass
7792,Michelle Perez,6,93,63,76,Pass
7793,Michelle Bailey,6,92,98,87,Pass
7794,Shannon Weeks,8,80,54,74,Pass
7795,Victoria Cooper,1,50,45,33,Fail
7796,Zachary Dickerson,2,69,71,48,Fail
7797,Judith Chapman,9,61,83,81,Pass
7798,Michael Ramirez,8,66,73,78,Pass
7799,Shelby Osborne,7,64,75,68,Pass
7800,Jessica Singleton,7,83,59,65,Pass
7801,James Hogan,5,99,96,80,Pass
7802,Mercedes Frye,2,65,96,66,Pass
7803,Theresa Padilla,6,53,92,74,Pass
7804,Lori Zamora,10,57,51,77,Pass
7805,Joshua Little,3,83,74,66,Pass
7806,Erin King,4,95,88,72,Pass
7807,Benjamin Banks,10,74,77,82,Pass
7808,Eric Riley,2,64,95,58,Fail
7809,Stephen Mack,2,77,56,57,Fail
7810,Juan Walsh,8,58,66,62,Pass
7811,Heather Scott,8,51,56,59,Fail
7812,Alexander Gonzalez,10,66,50,72,Pass
7813,Alexander Adams,6,59,94,81,Pass
7814,Lisa Kemp,5,58,78,78,Pass
7815,Blake Reese,8,80,41,58,Fail
7816,James Anderson,4,51,90,66,Pass
7817,Tracy Mckee,4,73,41,50,Fail
7818,Lisa Russo,5,68,93,71,Pass
7819,Kelly Williams,1,66,68,49,Fail
7820,Amy Gonzales,1,92,84,58,Fail
7821,Mr. Scott Moses DDS,2,98,63,69,Pass
7822,Elizabeth Stevens,8,59,63,56,Fail
7823,Lance Rodriguez,7,99,55,72,Pass
7824,Juan Garcia,10,77,70,89,Pass
7825,Jason Smith,9,87,88,89,Pass
7826,Andrea Jefferson,5,97,82,74,Pass
7827,Bob Clark,2,77,48,45,Fail
7828,Michael Compton,7,99,66,81,Pass
7829,Rachel Williams,8,99,95,90,Pass
7830,Paul Morgan,7,50,80,68,Pass
7831,Nicholas Johnson,7,52,100,80,Pass
7832,Danny Wood,5,64,53,60,Pass
7833,Sean Crawford,2,59,84,55,Fail
7834,Emily Gutierrez,6,70,64,58,Fail
7835,Ashley Valdez,4,86,82,66,Pass
7836,Brandon Stanley,10,64,83,89,Pass
7837,Marcus Jimenez,2,72,61,52,Fail
7838,Michael Williams,9,63,74,69,Pass
7839,Alan Miller,7,64,72,64,Pass
7840,Kelsey Lopez,6,59,66,68,Pass
7841,Darrell Lang,5,58,79,64,Pass
7842,Karen Berg,3,93,65,55,Fail
7843,Joseph Moore,10,88,58,74,Pass
7844,Bianca Holmes,10,54,84,86,Pass
7845,Sarah Clark,4,74,78,63,Pass
7846,Sarah Hammond,3,91,84,80,Pass
7847,Brenda Anderson,8,75,65,82,Pass
7848,Paul Jennings,3,57,45,52,Fail
7849,Charlotte Sullivan,7,71,42,62,Pass
7850,Scott Long,7,74,45,66,Pass
7851,Valerie Hayes,7,97,67,77,Pass
7852,Jane Hendricks,7,61,42,56,Fail
7853,Angel Jones,2,58,52,38,Fail
7854,Samuel Hernandez,10,59,52,68,Pass
7855,Kathleen Sanchez,3,97,96,70,Pass
7856,Rachel White,10,59,52,69,Pass
7857,Mark West,9,58,40,54,Fail
7858,John Merritt,3,75,100,67,Pass
7859,Toni Pope MD,2,84,79,50,Fail
7860,Kurt Gonzalez,9,76,76,76,Pass
7861,Mark Ramirez,10,80,70,78,Pass
7862,Anthony Howell,9,68,91,82,Pass
7863,Jason Camacho,4,92,56,68,Pass
7864,Dr. Kiara Stewart,9,87,48,72,Pass
7865,Kenneth Sanders,3,55,84,64,Pass
7866,Peter Guzman,7,64,96,83,Pass
7867,Robert Cook,7,78,52,72,Pass
7868,Lisa Robbins,8,96,76,79,Pass
7869,Jeff Boyd,10,94,53,73,Pass
7870,Julie Barr,4,54,50,48,Fail
7871,Matthew Williams,3,63,64,48,Fail
7872,Katherine Durham,3,51,70,51,Fail
7873,Sharon Woods,5,72,97,71,Pass
7874,Frank Dean,1,93,53,46,Fail
7875,Brian Neal,10,95,96,99,Pass
7876,Sydney Smith,3,68,46,57,Fail
7877,Joy Matthews,6,73,63,64,Pass
7878,Kyle Clarke,3,69,88,66,Pass
7879,Rachel Wilson,5,96,75,74,Pass
7880,Jon Buck,9,76,81,82,Pass
7881,Ashley Martin,2,73,81,67,Pass
7882,Heather Gonzalez,2,66,86,59,Fail
7883,Jaime Williams,6,74,91,60,Pass
7884,Nathan Avery,6,95,83,75,Pass
7885,Michelle Simon,8,80,80,81,Pass
7886,Jeffrey Williams,2,77,42,45,Fail
7887,Anthony Mendez,9,99,86,90,Pass
7888,Mrs. Deborah Garcia,2,77,83,60,Pass
7889,Krista Williams,1,71,65,51,Fail
7890,Caitlin Barron,10,54,86,91,Pass
7891,Scott Bradley,2,93,65,58,Fail
7892,Katrina Bartlett,7,91,40,75,Pass
7893,Joseph Montgomery,8,57,54,65,Pass
7894,John Curtis,5,87,50,58,Fail
7895,Robert Martinez,6,77,76,76,Pass
7896,Bradley Lucas,1,96,46,38,Fail
7897,David Foster,6,61,51,57,Fail
7898,Joshua Ellison,8,74,91,85,Pass
7899,Mark Little,3,87,96,76,Pass
7900,Brian Jones,1,93,77,65,Pass
7901,Donald Herrera,4,64,93,72,Pass
7902,Tracey Hughes,1,93,42,49,Fail
7903,Tiffany Kelley,8,90,81,87,Pass
7904,Christopher Webb,5,100,97,81,Pass
7905,Ariana Mitchell,1,83,92,71,Pass
7906,Shaun Rios,8,94,65,76,Pass
7907,Anthony Jacobson,9,62,93,89,Pass
7908,Michael Matthews,10,57,69,75,Pass
7909,Bradley Manning,2,62,71,54,Fail
7910,Kristy Grant,9,85,75,87,Pass
7911,Luis Rodriguez,8,55,84,82,Pass
7912,Joel Austin,7,87,90,83,Pass
7913,Brandon Fisher,3,81,76,65,Pass
7914,Benjamin Howell,2,70,94,52,Fail
7915,Alexa Bradford,7,93,98,84,Pass
7916,Kathleen Wells,5,93,93,73,Pass
7917,Lindsey Carter,6,98,57,68,Pass
7918,Gerald Long,4,56,40,41,Fail
7919,Stephanie Cox,2,75,92,61,Pass
7920,Sarah Spears,9,64,60,65,Pass
7921,Andre Holland,3,98,67,68,Pass
7922,Bonnie Douglas,7,91,87,74,Pass
7923,John Jackson,8,72,55,62,Pass
7924,Larry Beck,2,87,87,67,Pass
7925,Kyle Jackson,6,90,67,77,Pass
7926,Kathleen Wilkinson,8,64,61,63,Pass
7927,Paul Olson,7,97,58,79,Pass
7928,April Boyer,3,89,87,57,Fail
7929,James Dalton,1,65,40,39,Fail
7930,Megan Jones,6,81,70,72,Pass
7931,Angela Conrad,8,86,91,81,Pass
7932,Bob Jones,6,67,91,68,Pass
7933,Jeff Campos,5,69,81,69,Pass
7934,Alexis Hancock,8,95,73,82,Pass
7935,Ashley Alexander,2,51,85,51,Fail
7936,Kelly White,1,72,79,55,Fail
7937,Laura Ortiz,1,79,45,42,Fail
7938,Michael Walker,4,52,67,61,Pass
7939,Brittany Moore,6,95,42,67,Pass
7940,Christine Meyers,9,88,70,82,Pass
7941,Taylor Marshall,1,96,55,63,Pass
7942,Philip Smith,1,98,56,60,Pass
7943,Lisa Richards,5,50,83,69,Pass
7944,Michelle Graves,10,90,66,91,Pass
7945,Sharon Swanson,5,71,90,72,Pass
7946,Aaron Rodriguez,5,78,63,58,Fail
7947,John Hill,10,63,59,64,Pass
7948,Christine Henry,6,97,71,79,Pass
7949,Anna Petersen,8,77,74,72,Pass
7950,Shannon Taylor,3,70,52,67,Pass
7951,David Martin,9,94,87,86,Pass
7952,Nicholas Klein,1,81,82,55,Fail
7953,Sheri Romero,4,55,59,56,Fail
7954,Jasmine Barnes,9,50,98,85,Pass
7955,Ruth Clark,8,70,87,89,Pass
7956,Kristen Morris,10,53,91,81,Pass
7957,Timothy Fox,9,52,41,65,Pass
7958,Cassandra Davis,1,98,43,49,Fail
7959,Joy Lopez,9,79,66,80,Pass
7960,Kristin George,3,80,99,72,Pass
7961,Denise Murphy,10,83,64,90,Pass
7962,Mary Andrews,9,68,43,76,Pass
7963,Casey Sanchez Jr.,1,69,99,57,Fail
7964,Kristina Cooper,1,72,71,59,Fail
7965,Ryan Murray,9,89,56,71,Pass
7966,Tammy Wright,6,74,40,62,Pass
7967,Judy Mills,4,64,72,68,Pass
7968,Hailey Payne,7,87,69,70,Pass
7969,James Oconnell,5,72,44,48,Fail
7970,Walter Briggs MD,10,51,93,80,Pass
7971,Brandi King,7,64,51,66,Pass
7972,Patrick Miller,8,93,77,85,Pass
7973,Zachary Mendez,8,84,71,76,Pass
7974,Joshua Dunlap,1,59,77,55,Fail
7975,Samantha Vasquez,8,63,96,80,Pass
7976,Joy Gregory,6,76,56,64,Pass
7977,Danielle Reynolds,4,63,97,72,Pass
7978,Michael Nunez,8,84,93,89,Pass
7979,Jimmy Smith,3,82,84,76,Pass
7980,Stacey Hooper,4,50,79,53,Fail
7981,Jason Sullivan,6,83,71,76,Pass
7982,Christopher Wright,7,68,63,62,Pass
7983,Sara Russell,4,73,51,52,Fail
7984,Michael Trevino,4,91,86,73,Pass
7985,Robert Burgess,7,53,70,63,Pass
7986,Jeremy Krause,6,85,58,60,Pass
7987,Joshua Flores,8,62,68,68,Pass
7988,Kathryn Rios,1,81,60,53,Fail
7989,Jeffrey Caldwell,10,58,65,73,Pass
7990,Lisa Guerra,7,88,91,91,Pass
7991,Veronica Henson,7,65,67,67,Pass
7992,Daniel Sellers,7,99,56,73,Pass
7993,Edward Moran,7,52,48,57,Fail
7994,Brandy Schwartz,10,69,60,74,Pass
7995,Tyler Scott,10,59,89,86,Pass
7996,Olivia Martinez,8,71,99,82,Pass
7997,Shelby Gilbert,9,97,73,79,Pass
7998,John Sparks,9,52,50,62,Pass
7999,Louis Villarreal,2,60,94,64,Pass
8000,Jordan Larson,7,74,59,68,Pass
8001,Laura Johnson,7,91,88,79,Pass
8002,Chelsea Livingston,4,97,92,79,Pass
8003,Anthony Goodman,9,57,89,83,Pass
8004,Nathan Casey,8,58,86,77,Pass
8005,Anthony Wilson,1,64,78,50,Fail
8006,Tony Cordova,2,81,55,53,Fail
8007,Jason Adams,2,52,96,69,Pass
8008,Adam Young,8,53,68,62,Pass
8009,Megan Reynolds,1,79,40,48,Fail
8010,Crystal Russo,4,62,99,59,Fail
8011,Mr. Daniel Miranda,10,93,57,78,Pass
8012,Christopher Lawrence,5,70,98,73,Pass
8013,Dana Miller,9,90,61,84,Pass
8014,Kristen Murray,7,95,47,77,Pass
8015,Kristin Deleon,8,68,46,68,Pass
8016,Lindsey Burke,9,88,64,82,Pass
8017,Christina Ramirez,7,97,69,83,Pass
8018,Allison Jones,5,71,73,59,Fail
8019,William Rivas,5,69,83,73,Pass
8020,James Dunn,10,86,87,85,Pass
8021,Dana Johnson,6,80,80,70,Pass
8022,Sarah Warren,5,59,91,71,Pass
8023,Destiny Johnson,9,67,50,61,Pass
8024,Jason Knox,3,92,54,64,Pass
8025,Adrian Murphy,3,88,74,65,Pass
8026,Xavier Gallegos,7,95,62,68,Pass
8027,Andrew Scott,7,69,92,86,Pass
8028,Darryl Fox,6,67,84,70,Pass
8029,Daniel Mercado,3,60,60,50,Fail
8030,Denise Browning,7,71,67,68,Pass
8031,Amy Osborne,5,93,52,49,Fail
8032,Cody Woods,7,67,73,77,Pass
8033,Michael Clark,2,83,77,62,Pass
8034,Stacey Conley,6,72,45,58,Fail
8035,Pamela Estrada,8,50,83,76,Pass
8036,Sarah Martin,1,59,43,36,Fail
8037,Linda Jordan,4,50,44,39,Fail
8038,Cody Shannon MD,1,87,94,62,Pass
8039,Erin Brown,1,88,79,65,Pass
8040,Ryan Melton,10,98,45,77,Pass
8041,Kenneth Martin,8,58,60,70,Pass
8042,Nicole Vincent,7,80,67,78,Pass
8043,Louis Carroll,10,56,42,68,Pass
8044,Karen James,1,66,62,54,Fail
8045,David Wright,2,84,47,46,Fail
8046,Mr. Patrick Duncan,4,97,58,67,Pass
8047,Lucas Perry,1,86,92,63,Pass
8048,Nicholas Clark,3,67,50,44,Fail
8049,Kristen Taylor,8,82,89,87,Pass
8050,Christopher Mccoy,8,53,49,63,Pass
8051,Robert Schneider,8,72,97,83,Pass
8052,Kenneth Ball,6,60,67,63,Pass
8053,Crystal Obrien,6,58,59,63,Pass
8054,Sarah Smith,5,79,83,69,Pass
8055,Kimberly Parks,9,57,91,85,Pass
8056,Jose Clarke,4,89,67,61,Pass
8057,Stephanie Phillips,10,54,68,75,Pass
8058,Mrs. Leslie Kelly,7,61,47,52,Fail
8059,Michael Scott,1,50,58,48,Fail
8060,Jerry Fox,9,64,92,86,Pass
8061,Carolyn Mack,7,74,87,88,Pass
8062,Tammy Woodard,10,67,98,85,Pass
8063,Timothy Garrison,9,87,60,80,Pass
8064,Martha Mcdowell,7,91,57,71,Pass
8065,Tasha Rasmussen,2,95,48,46,Fail
8066,Lauren Hart,6,75,43,58,Fail
8067,James Becker,10,89,80,92,Pass
8068,Joseph Scott,4,52,64,63,Pass
8069,Kristy Dunn,3,71,73,57,Fail
8070,Thomas Fernandez,2,75,48,50,Fail
8071,Daniel May,6,68,48,59,Fail
8072,John Hernandez,8,93,57,74,Pass
8073,Morgan Brooks,6,93,50,65,Pass
8074,Jason Obrien,9,96,52,80,Pass
8075,Taylor Davis,5,88,77,72,Pass
8076,Kayla Valencia,2,85,48,50,Fail
8077,Todd Wu,8,70,55,64,Pass
8078,Stephanie Waters,9,90,43,64,Pass
8079,Nicole Andrews,10,97,73,93,Pass
8080,Sarah Paul,4,75,46,50,Fail
8081,Ricky Robinson,6,62,54,64,Pass
8082,Julie Black,10,85,96,100,Pass
8083,Stephen Ryan,8,73,77,89,Pass
8084,Patty Torres,9,90,50,76,Pass
8085,Shannon Thompson,5,75,71,69,Pass
8086,Gabrielle Kelly,6,70,66,68,Pass
8087,Charles Smith,4,67,69,61,Pass
8088,Kendra Villarreal,5,64,91,77,Pass
8089,Samantha Robbins,7,64,56,62,Pass
8090,Thomas West,9,55,75,76,Pass
8091,Penny Bennett,10,92,58,80,Pass
8092,Nicholas Robinson,6,80,46,54,Fail
8093,William Gregory,6,77,82,78,Pass
8094,Jesse Dougherty,8,57,84,61,Pass
8095,Joshua Moore,4,78,98,77,Pass
8096,Raymond Willis,3,70,97,74,Pass
8097,Katie Bernard,7,66,60,68,Pass
8098,Jasmine Leblanc,5,98,67,67,Pass
8099,Mary Phillips,2,73,42,52,Fail
8100,Mary Medina,2,99,53,66,Pass
8101,Holly Wilkinson,6,85,41,63,Pass
8102,John Warren,8,80,68,84,Pass
8103,Charles Huber,1,96,57,65,Pass
8104,Richard Curtis,6,83,76,70,Pass
8105,Nicholas Gillespie,2,51,84,50,Fail
8106,Diana Johnson,2,91,84,71,Pass
8107,Melissa Schaefer,7,52,63,46,Fail
8108,Steven Shannon,10,79,95,91,Pass
8109,Jeffrey Hill,1,57,85,51,Fail
8110,Christopher Wallace,6,56,51,54,Fail
8111,Sean Castro,7,61,92,70,Pass
8112,David Kim,8,68,84,77,Pass
8113,Jordan Garcia,7,75,71,75,Pass
8114,Michael Jackson,6,77,57,73,Pass
8115,Lisa Watkins,9,64,52,69,Pass
8116,Nina Watson DVM,3,63,43,36,Fail
8117,Douglas Fowler,6,97,62,72,Pass
8118,David Jones,4,63,93,75,Pass
8119,Sara Mendoza,2,52,49,40,Fail
8120,Corey Tyler,1,99,94,74,Pass
8121,Sydney Jones,1,78,44,50,Fail
8122,Daniel Mayo,10,55,89,83,Pass
8123,Sean Blanchard,3,98,79,72,Pass
8124,Susan Marsh,4,72,53,58,Fail
8125,Claire Gutierrez,2,77,99,67,Pass
8126,Abigail Morgan,1,63,73,50,Fail
8127,Jason Robertson,4,63,67,53,Fail
8128,Nancy Crawford,7,69,47,58,Fail
8129,Victoria Gray,10,62,55,75,Pass
8130,Adrienne Yates,6,76,70,71,Pass
8131,Collin Knox,6,84,46,56,Fail
8132,Jessica Johnson,9,94,42,67,Pass
8133,Timothy Johnson,2,51,68,46,Fail
8134,John Guzman,4,90,75,62,Pass
8135,Brittany Williams MD,5,94,100,84,Pass
8136,Laura Gillespie,1,89,78,58,Fail
8137,Deanna Cruz,8,97,43,73,Pass
8138,Alexander Nelson,8,73,48,70,Pass
8139,Dr. Luke Silva,6,78,94,71,Pass
8140,Morgan King,5,52,56,50,Fail
8141,Dawn Nunez,8,94,88,80,Pass
8142,Tony Hart,3,53,59,39,Fail
8143,James Newton,3,99,53,63,Pass
8144,Jose Hood,2,51,85,56,Fail
8145,Claudia Johnson,5,69,68,60,Pass
8146,Melissa Petersen,3,64,96,62,Pass
8147,Robert Smith,3,98,52,54,Fail
8148,Ryan Reed,6,81,75,73,Pass
8149,Karla Hardy,8,91,84,84,Pass
8150,Christine Jimenez,2,50,92,53,Fail
8151,Kristen Harris,4,87,56,63,Pass
8152,Marissa Flores,7,84,86,82,Pass
8153,Billy Arnold,1,100,89,64,Pass
8154,John Matthews,1,56,82,50,Fail
8155,Tina Valencia,10,94,43,80,Pass
8156,Sandra Miller,7,62,99,83,Pass
8157,Cindy Mueller,7,98,59,71,Pass
8158,David Rosales,1,50,50,46,Fail
8159,Laura Estrada,1,63,81,53,Fail
8160,Michael Alvarez,4,78,61,64,Pass
8161,Misty Parsons,5,52,84,59,Fail
8162,Teresa Perez,5,95,93,80,Pass
8163,Lauren Walker,4,73,47,48,Fail
8164,Kristin Love,8,50,67,58,Fail
8165,Jessica Joseph,7,97,84,83,Pass
8166,Andrew Bryant,9,59,80,75,Pass
8167,David Garcia,7,62,69,73,Pass
8168,Sharon Cameron,10,85,72,81,Pass
8169,Patricia Perez,1,58,72,51,Fail
8170,Lisa Wells,7,63,86,72,Pass
8171,Anthony Chandler,1,85,93,61,Pass
8172,Kayla Johnson,7,59,75,73,Pass
8173,Amanda Keith,10,89,66,80,Pass
8174,Casey Rios,8,72,59,67,Pass
8175,David Calhoun,9,84,72,75,Pass
8176,Christina Anderson,3,56,64,43,Fail
8177,John Jones,4,91,83,75,Pass
8178,Jackson Wolfe,4,84,82,70,Pass
8179,Mary Stevens,9,51,58,70,Pass
8180,Tammy Perez,7,64,86,77,Pass
8181,Jordan Moore,3,58,60,44,Fail
8182,Samantha Li,10,96,81,91,Pass
8183,Christopher May,5,66,72,63,Pass
8184,Becky Owens,7,88,95,90,Pass
8185,Ashley Martin,8,67,42,67,Pass
8186,Luis Gonzalez,1,64,53,35,Fail
